Title,url,Abstract
21. Tanium reveal: a federated search engine for querying unstructured file data on large enterprise networks,https://scispace.com/papers/tanium-reveal-a-federated-search-engine-for-querying-115dx40mmf,"Abstract: Tanium Reveal is a federated search engine deployed on large-scale enterprise networks that is capable of executing data queries across billions of private data files within 60 seconds. Data resides at the edge of networks, potentially distributed on hundreds of thousands of endpoints. The anatomy of the search engine consists of local inverse indexes on each endpoint and a global communication platform called Tanium for issuing search queries to all endpoints. Reveal enables asynchronous parsing and indexing on endpoints without noticeable impact to the endpoints’ primary functionality. The engine harnesses the Tanium platform, which is based on a self-organizing, fault-tolerant, scalable, linear chain communication scheme. We demonstrate a multi-tier workflow for executing search queries across a network and for viewing matching snippets of text on any endpoint. We analyze metrics for federated indexing and searching in multiple environments including a production network with 1 . 05 billion searchable files distributed across 4236 endpoints. While primarily focusing on Boolean, phrase, and similarity query types, Reveal is compatible with further automation (e.g., semantic classification based on machine learning). Lastly, we discuss safeguards for sensitive information within Reveal including cryptographic hashing of private text and role-based access control (RBAC)."
22. Swarm optimized cluster based framework for information retrieval,https://scispace.com/papers/swarm-optimized-cluster-based-framework-for-information-smx6q9jnrc,"Abstract: This work explores the integrated power of swarm intelligence and advances in data mining techniques to solve the information retrieval (IR) problem of rapidly growing digital content on the World Wide Web. We propose a swarm optimized cluster based framework with frequent pattern mining techniques to retrieve user-specific knowledge from extensive document collections. In the pre-processing phase, we split the task into two sub-tasks. The first is to decompose the document collection into groups using a bio-inspired K-Flock clustering algorithm, while the second extracts frequent patterns from each cluster using a memory-efficient Recursive Elimination (RElim) algorithm. In the next phase, we implement a cosine similarity based probabilistic model to retrieve query-specific documents from clusters based on the matching scores between the closed frequent patterns of queries and clusters. The performance of a system is evaluated by conducting several experiments which are carried out on five well-known, diverse and variable size datasets viz- TREC 2014-15 CDS (Clinical Decision Support) datasets containing 733,138 records, OHSUMED dataset with 348,566 records from Medline database, NPL dataset with 11,429 records, LISA document collection of 6004 records, CACM (Collection of ACM) dataset of 3204 records. The results show that the proposed IR framework significantly outperforms the traditional sequential IR approach and other state-of-the-art IR approaches, both in terms of the quality of the returned documents and the time of execution."
23. A Big Data architecture for early identification and categorization of dark web sites,https://scispace.com/papers/a-big-data-architecture-for-early-identification-and-2u0a3d4f9m,"Abstract: The dark web has become notorious for its association with illicit activities and there is a growing need for systems to automate the monitoring of this space. This paper proposes an end-to-end scalable architecture for the early identification of new Tor sites and the daily analysis of their content. The solution is built using an Open Source Big Data stack for data serving with Kubernetes, Kafka, Kubeflow, and MinIO, continuously discovering onion addresses in different sources (threat intelligence, code repositories, web-Tor gateways, and Tor repositories), downloading the HTML from Tor and deduplicating the content using MinHash LSH, and categorizing with the BERTopic modeling (SBERT embedding, UMAP dimensionality reduction, HDBSCAN document clustering and c-TF-IDF topic keywords). In 93 days, the system identified 80,049 onion services and characterized 90% of them, addressing the challenge of Tor volatility. A disproportionate amount of repeated content is found, with only 6.1% unique sites. From the HTML files of the dark sites, 31 different low-topics are extracted, manually labeled, and grouped into 11 high-level topics. The five most popular included sexual and violent content, repositories, search engines, carding, cryptocurrencies, and marketplaces. During the experiments, we identified 14 sites with 13,946 clones that shared a suspiciously similar mirroring rate per day, suggesting an extensive common phishing network. Among the related works, this study is the most representative characterization of onion services based on topics to date."
24. The use of spider webs in the monitoring of air quality—A review,https://scispace.com/papers/the-use-of-spider-webs-in-the-monitoring-of-air-quality-a-2kcjigwr,"Abstract: Methods for using spider webs as passive air samplers have been developed over recent years and reported in more than a dozen articles. In this article, we present the typical procedures followed when using this new tool and critically review its application in air pollution assessment. To understand the state of research and application of spider webs in this field, we describe some advantages and disadvantages of their use in the analyses of air contaminants. The aim is to summarize the current knowledge on this subject, highlight gaps in the present studies, and arouse the interest of scientists on this issue. The increased effort could result in the standardization of the method at the national and international level. Integr Environ Assess Manag 2023;19:32–44. © 2022 SETAC"
25. Web of venom: exploration of big data resources in animal toxin research,https://scispace.com/papers/web-of-venom-exploration-of-big-data-resources-in-animal-2szrpcnesfxb,"Abstract: Abstract Research on animal venoms and their components spans multiple disciplines, including biology, biochemistry, bioinformatics, pharmacology, medicine, and more. Manipulating and analyzing the diverse array of data required for venom research can be challenging, and relevant tools and resources are often dispersed across different online platforms, making them less accessible to nonexperts. In this article, we address the multifaceted needs of the scientific community involved in venom and toxin-related research by identifying and discussing web resources, databases, and tools commonly used in this field. We have compiled these resources into a comprehensive table available on the VenomZone website (https://venomzone.expasy.org/10897). Furthermore, we highlight the challenges currently faced by researchers in accessing and using these resources and emphasize the importance of community-driven interdisciplinary approaches. We conclude by underscoring the significance of enhancing standards, promoting interoperability, and encouraging data and method sharing within the venom research community."
"26. Design, modeling, and experimental analysis of the Crawler Unit for inspection in constrained space",https://scispace.com/papers/design-modeling-and-experimental-analysis-of-the-crawler-oseefr8cc6,"Abstract: Inspections of industrial and civil infrastructures prevent unexpected failures that may lead to loss of life. Although inspection robotics is gaining momentum, most of field operations are still performed by human workers. For inspection robots, the main limiting factors are the low versatility and reliability in dynamic, non-structured and highly complex environments. To tackle these issues, we have designed a modular and self-reconfigurable hybrid platform, which consists of three units: the mobile Main Base and two Crawler Units with docking interfaces. The Crawler Unit operates in constrained environments and narrow spaces, while the Main Base will inspect wide areas and deploy/recover the Crawler Units near/from inspection sites, as in marsupial robots. Docking interfaces will allow the Crawler Units to reconfigure into a snake robot or mobile manipulators. In particular, the Crawler Units consist of four modules connected by three kinematic chains for nine active joints in total. Each module is equipped with half active, half passive tracks for moving. This paper discusses in detail the dynamic model of the Crawler Unit, especially focusing on the definition of effective constraint equations, which closely model the system features avoiding common simplifications. Numerical simulations and physical experiments validate the proposed dynamic model of the Crawler Unit."
27. Spider monkey optimization based resource allocation and scheduling in fog computing environment,https://scispace.com/papers/spider-monkey-optimization-based-resource-allocation-and-22m047658v,"Abstract: Spider Monkey optimization (SMO) is a quite popular and recent swarm intelligence algorithm for numerical optimization. SMO is Fission-Fusion social structure based algorithm inspired by spider monkey’s behavior. The algorithm proves to be very efficient in solving various constrained and unconstrained optimization problems. This paper presents the application of SMO in fog computing. We propose a heuristic initialization based spider monkey optimization algorithm for resource allocation and scheduling in a fog computing network. The algorithm minimizes the total cost (service time and monetary cost) of tasks by choosing the optimal fog nodes. LJFP (longest job fastest processor), SJFP (shortest job fastest processor), and MCT (minimum completion time) based initialization of SMO are proposed and compared with each other. The performance is compared based on the parameters of average cost, average service time, average monetary cost, and the average cost per schedule. The results demonstrate the efficacy of MCT-SMO as compared to other heuristic initialization based SMO algorithms and PSO (Particle Swarm Optimization)."
"28. Dragonfly algorithm: a comprehensive survey of its results, variants, and applications",https://scispace.com/papers/dragonfly-algorithm-a-comprehensive-survey-of-its-results-8v24avphc1,"Abstract: This paper thoroughly introduces a comprehensive review of the so-called Dragonfly algorithm (DA) and highlights its main characteristics. DA is considered one of the promising swarm optimization algorithms because it successfully applied in a wide range of optimization problems in several fields, such as engineering design, medical applications, image processing, power and energy systems, and economic load dispatch problems. The review describes the available literature on DA, including its variants like binary, discrete, modify, and hybridization of DA. Conclusions focus on the current work on DA, highlighting its disadvantages with suggests possible future research directions. Researchers and practitioners of DA belonging to a wide range of audiences from the domains of optimization, engineering, medical, data mining, and clustering, among others will benefit from this study."
29. WebUltron: An Ultimate Retriever on Webpages Under the Model-Centric Paradigm,https://scispace.com/papers/webultron-an-ultimate-retriever-on-webpages-under-the-model-3brdbx9rc4,"Abstract: Document retrieval has been extensively studied within the index-retrieve framework for decades, which has withstood the test of time. However, this approach inherently segregates the indexing and retrieval processes, preventing a cohesive, end-to-end optimization. To bridge this divide, we introduce WebUltron, a revolutionary model-centric indexer for document retrieval. This system embeds the entirety of document knowledge within the model, striving for seamless end-to-end retrieval. Two primary challenges with this indexer are the representation of document identifiers (docids) and the model's training. Current methods grapple with docids that lack semantic depth and the constraints of limited supervised data, making scaling up to larger datasets challenging. Addressing this, we’ve engineered two novel docid types imbued with richer semantics that also streamline model inference. Further enhancing WebUltron's capabilities, we’ve developed a three-stage training regimen, leveraging deeper corpus insights and fortifying query-docid relationships. Experiments on two public datasets demonstrate the superiority of WebUltron over advanced baselines for document retrieval."
30. Enhancing SEO in Single-Page Web Applications in Contrast With Multi-Page Applications,https://scispace.com/papers/enhancing-seo-in-single-page-web-applications-in-contrast-3bqf5aqrsr,"Abstract: This paper comprehensively reviews methods for improving single-page applications’ visibility (SPAs) and user experience, focusing on the intricacies of search engine optimisation (SEO). This research contrasts the complexities and challenges in optimising SEO in SPAs instead of conventional multi-page applications (MPAs). It identifies vital optimisation methods and evaluates their applicability in the contemporary web landscape. The research method involves implementing the explored optimisation techniques across three distinct projects utilising emerging technologies for SPA, MPA, and a hybrid approach using Isomorphic JavaScript. These applications are systematically examined and subjected to a comparative analysis to assess the effectiveness of the optimisation strategies before and after applying the optimisation strategies. The empirical results substantiate that adopting an innovative approach to Client-Side rendering for the initial page load, combined with traditional SEO practices, performance enhancements, and tailored methodologies for specific technologies, facilitates SEO optimisation in SPAs at a level commensurate with MPAs. The findings of this work hold significant implications for web developers, offering insights and actionable strategies to augment visibility and performance in search engine results. By bridging the theoretical understanding with hands-on application and empirical analysis, the research contributes to the evolving field of web application development. It underscores the critical role of SEO optimisation in the context of SPAs, highlighting its importance for search engine rankings and overall user engagement and satisfaction. Code is available on GitHub:https://github.com/karolinakowalczyk?tab=repositories&q=TravelBLog"
31. The Legality and Ethics of Web Scraping in Archaeology,https://scispace.com/papers/the-legality-and-ethics-of-web-scraping-in-archaeology-2px8td5gxs,"Abstract:  Web scraping, the practice of automating the collection of data from websites, is a key part of how the internet functions, and it is an increasingly important part of the research tool kit for scientists, cultural resources professionals, and journalists. There are few resources intended to train archaeologists in how to develop web scrapers. Perhaps more importantly, there are also few resources that outline the normative, ethical, and legal frameworks within which scraping of archaeological data is situated. This article is intended to introduce archaeologists to web scraping as a research method, as well as to outline the norms concerning scraping that have evolved since the 1990s, and the current state of US legal frameworks that touch on the practice. These norms and legal frameworks continue to evolve, representing an opportunity for archaeologists to become more involved in how scraping is practiced and how it should be regulated in the future."
32. COVID-Scraper: An Open-Source Toolset for Automatically Scraping and Processing Global Multi-Scale Spatiotemporal COVID-19 Records,https://scispace.com/papers/covid-scraper-an-open-source-toolset-for-automatically-160mjcil38,"Abstract: In 2019, COVID-19 quickly spread across the world, infecting billions of people and disrupting the normal lives of citizens in every country. Governments, organizations, and research institutions all over the world are dedicating vast resources to research effective strategies to fight this rapidly propagating virus. With virus testing, most countries publish the number of confirmed cases, dead cases, recovered cases, and locations routinely through various channels and forms. This important data source has enabled researchers worldwide to perform different COVID-19 scientific studies, such as modeling this virus’s spreading patterns, developing prevention strategies, and studying the impact of COVID-19 on other aspects of society. However, one major challenge is that there is no standardized, updated, and high-quality data product that covers COVID-19 cases data internationally. This is because different countries may publish their data in unique channels, formats, and time intervals, which hinders researchers from fetching necessary COVID-19 datasets effectively, especially for fine-scale studies. Although existing solutions such as John’s Hopkins COVID-19 Dashboard and 1point3acres COVID-19 tracker are widely used, it is difficult for users to access their original dataset and customize those data to meet specific requirements in categories, data structure, and data source selection. To address this challenge, we developed a toolset using cloud-based web scraping to extract, refine, unify, and store COVID-19 cases data at multiple scales for all available countries around the world automatically. The toolset then publishes the data for public access in an effective manner, which could offer users a real time COVID-19 dynamic dataset with a global view. Two case studies are presented about how to utilize the datasets. This toolset can also be easily extended to fulfill other purposes with its open-source nature."
33. Current engagement with unreliable sites from web search driven by navigational search,https://scispace.com/papers/current-engagement-with-unreliable-sites-from-web-search-33bfbdwxrdyz,"Abstract: Do search engine algorithms systematically expose users to content from unreliable sites? There is widespread concern that they do, but little systematic evidence that search engine algorithms, rather than user-expressed preferences, are driving current exposure to and engagement with unreliable information sources. Using two datasets totaling roughly 14 billion search engine result pages (SERPs) from Bing, the second most popular search engine in the U.S., we show that search exposes users to few unreliable information sources. The vast majority of engagement with unreliable information sources from search occurs when users are explicitly searching for information from those sites, despite those searches being an extremely small share of the overall search volume. Our findings highlight the importance of accounting for user preference when examining engagement with unreliable sources from web search."
34. Predicting Trending Elements on Web Pages Using Machine Learning,https://scispace.com/papers/predicting-trending-elements-on-web-pages-using-machine-4rtg4eu5fu,"Abstract: AbstractEye-tracking data can be used to understand how users interact with web pages. Understanding the eye-movement sequences of multiple users is a challenging task because the sequence followed by each user tends to be different. Scanpath Trend Analysis (STA) brings multiple individual eye-movement sequences together and identifies a representative sequence as a trending path. However, eye-tracking data on a web page is required to determine the trending path. Our aim here is to investigate whether we can train Machine Learning (ML) algorithms to identify trending elements on a web page without collecting eye-tracking data on that web page. This article presents our experiments with different ML classification algorithms towards achieving that goal. To validate the experiments, we used two datasets from previous research, the first one included browsing and searching tasks and the second one included browsing and synthesis tasks. Our experiments show that the k-nearest neighbors algorithm (KNN) model can successfully identify the trending elements in the first dataset for both browsing (F1=≈91%) and searching tasks (F1=≈88%). However, the second dataset’s synthesis task results were not as successful as its browsing task results. Our work here shows that a model can be created to predict the trending elements in web pages solely with web page features but the task is a critical factor in the success of prediction.Keywords: Eye-trackingtrending pathscanpath trend analysismachine learning Disclosure statementNo potential conflict of interest was reported by the author(s).Notes1 Throughout this paper, we use AOI/segments interchangeably with visual elements of web pages.2 https://developers.google.com/web/tools/puppeteerAdditional informationNotes on contributorsNaziha Shekh KhalilNaziha Shekh Khalil holds BSc and MSc degrees in Computer Engineering from Middle East Technical University Northern Cyprus. Her research focuses on enhancing user experiences in the digital world through human-computer systems.Sukru EraslanSukru Eraslan is a lecturer at Middle East Technical University Northern Cyprus Campus. He completed his PhD in Computer Science at the University of Manchester. He then worked as a research associate at METU NCC and the University of Manchester. His primary research interests are centred around human–computer interaction. https://users.metu.edu.tr/seraslan/index.htmlYeliz YesiladaYeliz Yesilada earned her PhD in Computer Science from the University of Manchester in the UK. She is a Professor at Middle East Technical University Northern Cyprus Campus. Her primary research interest is the human–computer interaction, particularly user behaviour analysis and modelling, the mobile Web, and eye-tracking. https://www.yelizyesilada.info."
35. Search engine Performance optimization: methods and techniques,https://scispace.com/papers/search-engine-performance-optimization-methods-and-3o3t2ewc4u,"Abstract: <ns3:p>Background With the rapid advancement of information technology, search engine optimisation (SEO) has become crucial for enhancing the visibility and relevance of online content. In this context, the use of cloud platforms like Microsoft Azure is being explored to bolster SEO capabilities. Methods This scientific article offers an in-depth study of search engine optimisation. It explores the different methods and techniques used to improve the performance and efficiency of a search engine, focusing on key aspects such as result relevance, search speed and user experience. The article also presents case studies and concrete examples to illustrate the practical application of optimisation techniques. Results The results demonstrate the importance of optimisation in delivering high quality search results and meeting the increasing demands of users. Conclusions The article addresses the enhancement of search engines through the Microsoft Azure infrastructure and its associated components. It highlights methods such as indexing, semantic analysis, parallel searches, and caching to strengthen the relevance of results, speed up searches, and optimise the user experience. Following the application of these methods, a marked improvement was observed in these areas, thereby showcasing the capability of Microsoft Azure in enhancing search engines. The study sheds light on the implementation and analysis of these Azure-focused techniques, introduces a methodology for assessing their efficacy, and details the specific benefits of each method. Looking forward, the article suggests integrating artificial intelligence to elevate the relevance of results, venturing into other cloud infrastructures to boost performance, and evaluating these methods in specific scenarios, such as multimedia information search. In summary, with Microsoft Azure, the enhancement of search engines appears promising, with increased relevance and a heightened user experience in a rapidly evolving sector.</ns3:p>"
36. A modified WASPAS Method for the Evaluation of E- Commerce Websites Based on Pythagorean Fuzzy Information,https://scispace.com/papers/a-modified-waspas-method-for-the-evaluation-of-e-commerce-433jr0plocno,"Abstract: Web and business e-commerce site assessment is the act of comparing e-commerce sites based on their functionality, efficiency, or ability to meet the needs of a business or its clients. They are essential to keep up with the market changes and shift to provide better compliance with security requirements, and to optimize the interface to hold on to user attention. The modified versions of WASPAS method hybrid with Pythagorean fuzzy sets is exploited to perform an evaluation on the e-commerce websites like Amazon review dataset, Chnsenti Corp. and IMDB dataset using various performance indicators. The WASPAS model with balancing factor β = exp( <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">j</i> ) demonstrates an average accuracy of 94.01% for Amazon review dataset, 98.19% for Chnsenti Corp. dataset and 98.83% in the case of IMBD dataset with a mean execution time of 806.60 sec, 787.10 sec and 809.19 sec, respectively. The proposed model is compared with reported state of art results methods SVM, SVM hybrid with unigram, SVM hybrid with unigram, SVM hybrid with unigram & grid search techniques, XGBoost and ERF-XGB methods with their accuracy of 50.40%, 80.81%, 80.81%, 90.1 and 98.2, respectively. The global fitness value and mean execution time from 50 independent runs is calculated for these datasets and perform statistical indicators to see the stability of the study. The proposed approach significantly enhanced the performance and reduced the computational complexity, making it a promising tool for real-time detection and prediction in efficiency of employees in various organizations as a tool of growth."
37. A Novel Web Attack Detection Mechanism Using Maximal-Munch With Torrent Deep Network,https://scispace.com/papers/a-novel-web-attack-detection-mechanism-using-maximal-munch-14n3q67btd,"Abstract: A web attack is a harmful and deliberate attempt made by one person or group to gain access to another person's or group's data collection. Due to the incompatibility of the training algorithm for the Cross-Site Scripting (XSS) detection technique and the heterogeneity of attack load, the website was more frequently impacted by the detection of SQL injection attacks. Also, the language of the online sites has a significant impact on how well the current phishing detection system works, which is still a difficult issue. To address these problems, a novel Praise-Worthy Authentication technique is proposed which accurately detects phishing websites by checking the webpage's conformance using the hyperlink property. Also, a Maximal-Munch Algorithm-based ANN is proposed to prevent XSS attacks. The URLs associated with each webpage that is dragged will be sorted out to acquire URL parameters, and text patterns are matched at regular intervals to detect the XSS attack. This work also employs a Torrent Deep network with weight-bolster Algorithm to identify SQL injection by hackers, preventing significant network damage that would otherwise cause data leaks and website paralysis. This proposed Web-strafe Detection Framework has considerably increased the security of websites by identifying numerous threats."
38. A New Website Fingerprinting Method for Tor Hidden Service,https://scispace.com/papers/a-new-website-fingerprinting-method-for-tor-hidden-service-439age6nhexg,"Abstract: Although anonymous communication systems protect user privacy, they also facilitate evasion of network censorship. Currently, evaders use anonymous hidden services to carry out various illegal activities, which pose a serious threat to network management. To address this problem, a new website fingerprinting method that combines the Bidirectional Encoder Representations from Transformers (BERT) model and a Long Short-Term Memory (LSTM) network was proposed to improve the accuracy of website fingerprinting for Tor hidden services. The proposed method uses the BERT model to extract the semantic features of webpage content, and the LSTM model is combined to capture the long-term dependencies to achieve efficient recognition of website fingerprints. This method not only deals with the homepage, but also considers the features of sub-pages in depth, which can effectively improve the performance of the model in closed-world and open-world scenarios through deep textual and time-series feature learning. The experimental results show that compared with existing state-of-the-art techniques, the proposed method exhibits better performance in terms of key performance metrics."
39. Applying information mining technology in online entrepreneurship training course,https://scispace.com/papers/applying-information-mining-technology-in-online-5pkclmqawr0p,"Abstract: The purpose of this study is to deeply explore the application of information mining technology in online entrepreneurship training courses, and to improve students' learning effects and entrepreneurship success rate through systematic analysis and optimization of key data in the teaching process. With the development of online education, how to effectively use big data technology to meet personalized learning needs has become an important issue. This study takes several online entrepreneurship training courses as the research object, and uses information mining technology to extract and analyze students' behavioral data during course participation, including data on study time, interaction frequency, assessment results, etc. Through machine learning algorithms and association rule mining, the research revealed the main factors that affect students' learning effects and entrepreneurial success, and designed targeted teaching strategies, such as dynamically adjusting learning content, providing personalized feedback, optimizing learning paths, etc. Experimental results show that online courses using information mining technology significantly improve students' knowledge mastery and entrepreneurial success rate, especially in terms of personalized learning experience and teaching efficiency. In addition, this study also explores the application prospects of information mining technology in future online education. It is believed that through the combination with artificial intelligence (AI) technology, the intelligence and adaptability of online courses can be further enhanced to meet more diversified learning needs."
40. Information retrieval algorithms and neural ranking models to detect previously fact-checked information,https://scispace.com/papers/information-retrieval-algorithms-and-neural-ranking-models-4ir45jx65t,"Abstract: Although in the last decade several fact-checking organizations have emerged to verify misinformation, fake news has continued to proliferate, especially through social media platforms. Even though adopting improved detection strategies is of utmost importance, the fact-checking process could be optimised by verifying whether a claim has been previously fact-checked. Despite some ad-hoc information retrieval approaches having been recently proposed, the utility of modern (neural) retrieval systems have not been investigated yet. In this paper, we consider the standard two-phases retriever-reranker architecture and benchmark different state-of-the-art techniques from the information retrieval and Q&A literature. We design several experiments on a real-world Twitter dataset to analyse the efficiency and the effectiveness of the benchmark approaches. Our results show that combining standard and neural approaches is the most promising research direction to improve retrievers performance and that complex (neural) rerankers might still be efficient in practice since there is no need to process a high number of documents to improve ranking performance."
